"","classification_id","user_name","user_id","user_ip","workflow_id","workflow_name","workflow_version","created_at","gold_standard","expert","metadata","annotations","subject_data","subject_ids"
"310",23277309,"cathcollins",418993,"ec03217ed7c381471739",3054,"edited survey tool",5.7,"2016-12-14 14:49:37 UTC","","","{""session"":""fdc32bd8a2035f3798297821ae534c45b5277e98950760edffb4e53da49e1f57"",""viewport"":{""width"":1434,""height"":776},""started_at"":""2016-12-14T14:49:24.035Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T14:49:37.130Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":818,""clientHeight"":582,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4640536"":{""retired"":{""id"":3162510,""workflow_id"":3054,""classifications_count"":9,""created_at"":""2016-12-14T14:42:52.524Z"",""updated_at"":""2017-02-11T22:03:37.456Z"",""retired_at"":""2017-02-11T22:03:37.452Z"",""subject_id"":4640536,""retirement_reason"":""nothing_here""},""id"":20944,""file_path"":""Z:/TransectTrailCamPics/WI15//SCT/S02-TNW1-WI15/S02-TNW1-WI15 (1594).JPG"",""image_name"":""S02-TNW1-WI15 (1594).JPG""}}",4640536
"311",23277310,"skaquilts",317899,"ef9c331ef4e27f488a24",3054,"edited survey tool",5.7,"2016-12-14 14:49:38 UTC","","","{""session"":""39fbf7d570acbb13c28f8bcd8c941d0e6727e36d23f87501936984878a4fd146"",""viewport"":{""width"":1661,""height"":1074},""started_at"":""2016-12-14T14:46:33.325Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14"",""utc_offset"":""25200"",""finished_at"":""2016-12-14T14:49:37.912Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":844,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""HMN"",""answers"":{""HWMN"":""1""},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4647871"":{""retired"":{""id"":3162818,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:38.551Z"",""updated_at"":""2016-12-20T03:08:39.289Z"",""retired_at"":""2016-12-20T03:08:39.272Z"",""subject_id"":4647871,""retirement_reason"":null},""id"":28216,""file_path"":""Z:/TransectTrailCamPics/WI15//SCT/S09-SMC1-WI15/S09-SMC1-WI15 (756).JPG"",""image_name"":""S09-SMC1-WI15 (756).JPG""}}",4647871
"312",23277311,"byague",1423286,"560645b9a6fbd6a761db",3054,"edited survey tool",5.7,"2016-12-14 14:49:38 UTC","","","{""session"":""1471901d13069c04a04656c6486adae96d670a28cc43fa40e1fe6123bb33828d"",""viewport"":{""width"":1280,""height"":671},""started_at"":""2016-12-14T14:49:28.367Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:50.0) Gecko/20100101 Firefox/50.0"",""utc_offset"":""25200"",""finished_at"":""2016-12-14T14:49:38.491Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":673,""clientHeight"":479,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4635733"":{""retired"":{""id"":3162819,""workflow_id"":3054,""classifications_count"":11,""created_at"":""2016-12-14T14:49:39.020Z"",""updated_at"":""2017-02-04T18:53:48.734Z"",""retired_at"":""2017-02-04T18:53:48.730Z"",""subject_id"":4635733,""retirement_reason"":""nothing_here""},""id"":17002,""file_path"":""Z:/TransectTrailCamPics/WI15//RST/R08-VLG1-WI15/R08-VlG1-WI15 (638).JPG"",""image_name"":""R08-VlG1-WI15 (638).JPG""}}",4635733
"313",23277312,"elcwt",741613,"332d33950ae2d9468dee",3054,"edited survey tool",5.7,"2016-12-14 14:49:39 UTC","","","{""session"":""9fb906ff83e30ed55cbdf9b547c29caa6328348e796f77fba82577059fce3ae4"",""viewport"":{""width"":1386,""height"":835},""started_at"":""2016-12-14T14:49:32.960Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T14:49:39.647Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":773,""clientHeight"":550,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""DGDMSTC"",""answers"":{""HWMN"":""1"",""CLCKSFTHDGSFFLSH"":""S""},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4630684"":{""retired"":{""id"":3162820,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:40.108Z"",""updated_at"":""2016-12-15T03:40:07.225Z"",""retired_at"":""2016-12-15T03:40:07.219Z"",""subject_id"":4630684,""retirement_reason"":null},""id"":11953,""file_path"":""Z:/TransectTrailCamPics/WI15//JNT/J01-SKP1-WI15/JO1-SKP1-WI15 (438).JPG"",""image_name"":""JO1-SKP1-WI15 (438).JPG""}}",4630684
"314",23277313,"Skruttis",1218396,"c94def0b326a2ffa8b77",3054,"edited survey tool",5.7,"2016-12-14 14:49:40 UTC","","","{""session"":""81fad30e72b1a78b55bc5034cb83cd7ac784de71c6a1bb7f7cc528f3120f4779"",""viewport"":{""width"":360,""height"":580},""started_at"":""2016-12-14T14:48:58.367Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0; FRD-L09 Build/HUAWEIFRD-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2016-12-14T14:49:39.980Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":338,""clientHeight"":241,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4645888"":{""retired"":{""id"":3162821,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:40.279Z"",""updated_at"":""2016-12-17T22:39:44.168Z"",""retired_at"":""2016-12-17T22:39:44.154Z"",""subject_id"":4645888,""retirement_reason"":null},""id"":26233,""file_path"":""Z:/TransectTrailCamPics/WI15//SCT/S09-KTP1-WI15/S09-KTP1-WI15 (1161).JPG"",""image_name"":""S09-KTP1-WI15 (1161).JPG""}}",4645888
"315",23277314,"lstephanski",315281,"e4e4addcc7f1777b6ad1",3054,"edited survey tool",5.7,"2016-12-14 14:49:40 UTC","","","{""session"":""596d646c2017d23c89ff7bd733509e67811c3bfceb7d1dc4096be461bf91685f"",""viewport"":{""width"":1152,""height"":575},""started_at"":""2016-12-14T14:49:32.820Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; rv:11.0) like Gecko"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T14:49:39.944Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":675,""clientHeight"":480,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4631916"":{""retired"":{""id"":3162822,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:40.433Z"",""updated_at"":""2016-12-16T18:23:09.027Z"",""retired_at"":""2016-12-16T18:23:09.013Z"",""subject_id"":4631916,""retirement_reason"":null},""id"":13185,""file_path"":""Z:/TransectTrailCamPics/WI15//RST/R04-SCH1-WI15/R04-SCH1-WI15 (191).JPG"",""image_name"":""R04-SCH1-WI15 (191).JPG""}}",4631916
"316",23277316,"michelle.beth.steele",1464002,"4d5eca383bce666d2bb6",3054,"edited survey tool",5.7,"2016-12-14 14:49:41 UTC","","","{""session"":""706e4315bf7449d632b7ac71d9b5cf0f39d691152dd7234cf0d4c1c96570bc98"",""viewport"":{""width"":1580,""height"":788},""started_at"":""2016-12-14T14:44:31.189Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:50.0) Gecko/20100101 Firefox/50.0"",""utc_offset"":""21600"",""finished_at"":""2016-12-14T14:49:41.097Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":843,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4637996"":{""retired"":{""id"":3162824,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:41.501Z"",""updated_at"":""2016-12-17T18:53:17.267Z"",""retired_at"":""2016-12-17T18:53:17.254Z"",""subject_id"":4637996,""retirement_reason"":null},""id"":18857,""file_path"":""Z:/TransectTrailCamPics/WI15//RST/R10-WCP3-WI15/R10-WCP3-WI15 (216).JPG"",""image_name"":""R10-WCP3-WI15 (216).JPG""}}",4637996
"317",23277317,"cpulawski",2122,"f949cefdc6684a110f47",3054,"edited survey tool",5.7,"2016-12-14 14:49:42 UTC","","","{""session"":""b1d68ca576ad0c33db85c55b1818999bf70a0fdd0ed24df92e8e37ffd5b63712"",""viewport"":{""width"":1920,""height"":974},""started_at"":""2016-12-14T14:49:31.555Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"",""utc_offset"":""21600"",""finished_at"":""2016-12-14T14:49:42.197Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":843,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""DR"",""answers"":{""HWMN"":""1""},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4629160"":{""retired"":{""id"":3162475,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:42:06.280Z"",""updated_at"":""2017-01-03T11:01:29.624Z"",""retired_at"":""2017-01-03T11:01:29.619Z"",""subject_id"":4629160,""retirement_reason"":null},""id"":10429,""file_path"":""Z:/TransectTrailCamPics/WI15//DPT/D09-RYW1-WI15/D09-RYW1-WI15 (52).JPG"",""image_name"":""D09-RYW1-WI15 (52).JPG""}}",4629160
"318",23277319,"TAukett",1534804,"5fc09831c52c38c33a92",3054,"edited survey tool",5.7,"2016-12-14 14:49:44 UTC","","","{""session"":""247300d34c487900e103575b340dadf844918fec89fcdf1ffb990ca1a1257adb"",""viewport"":{""width"":1280,""height"":894},""started_at"":""2016-12-14T14:49:25.783Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"",""utc_offset"":""21600"",""finished_at"":""2016-12-14T14:49:42.623Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":657,""clientHeight"":467,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4638820"":{""retired"":{""id"":3162825,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:44.253Z"",""updated_at"":""2016-12-19T18:29:17.116Z"",""retired_at"":""2016-12-19T18:29:17.101Z"",""subject_id"":4638820,""retirement_reason"":null},""id"":19682,""file_path"":""Z:/TransectTrailCamPics/WI15//RST/R10-WCP3-WI15/R10-WCP3-WI15 (93).JPG"",""image_name"":""R10-WCP3-WI15 (93).JPG""}}",4638820
"319",23277320,"elcwt",741613,"332d33950ae2d9468dee",3054,"edited survey tool",5.7,"2016-12-14 14:49:44 UTC","","","{""session"":""9fb906ff83e30ed55cbdf9b547c29caa6328348e796f77fba82577059fce3ae4"",""viewport"":{""width"":1386,""height"":835},""started_at"":""2016-12-14T14:49:39.662Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T14:49:44.175Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":773,""clientHeight"":550,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4641222"":{""retired"":{""id"":3162826,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:44.429Z"",""updated_at"":""2016-12-21T01:38:38.544Z"",""retired_at"":""2016-12-21T01:38:38.505Z"",""subject_id"":4641222,""retirement_reason"":null},""id"":21566,""file_path"":""Z:/TransectTrailCamPics/WI15//SCT/S02-TNW1-WI15/S02-TNW1-WI15 (631).JPG"",""image_name"":""S02-TNW1-WI15 (631).JPG""}}",4641222
"320",23277322,"skaquilts",317899,"ef9c331ef4e27f488a24",3054,"edited survey tool",5.7,"2016-12-14 14:49:44 UTC","","","{""session"":""39fbf7d570acbb13c28f8bcd8c941d0e6727e36d23f87501936984878a4fd146"",""viewport"":{""width"":1661,""height"":1074},""started_at"":""2016-12-14T14:49:37.917Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14"",""utc_offset"":""25200"",""finished_at"":""2016-12-14T14:49:44.583Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":844,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4639761"":{""retired"":{""id"":3162827,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:45.132Z"",""updated_at"":""2016-12-16T20:25:00.464Z"",""retired_at"":""2016-12-16T20:25:00.450Z"",""subject_id"":4639761,""retirement_reason"":null},""id"":20405,""file_path"":""Z:/TransectTrailCamPics/WI15//SCT/S02-TNW1-WI15/S02-TNW1-WI15 (1108).JPG"",""image_name"":""S02-TNW1-WI15 (1108).JPG""}}",4639761
"321",23277326,"lambry",194,"776ed91edf33c2df6f0c",3054,"edited survey tool",5.7,"2016-12-14 14:49:47 UTC","","","{""session"":""1e682681130b499e6f12bea83e0e3bc3f3607f4150936206483f3cb633fad6ad"",""viewport"":{""width"":2287,""height"":1154},""started_at"":""2016-12-14T14:49:15.062Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45.0"",""utc_offset"":""-3600"",""finished_at"":""2016-12-14T14:49:47.315Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":843,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4635205"":{""retired"":{""id"":3162829,""workflow_id"":3054,""classifications_count"":8,""created_at"":""2016-12-14T14:49:48.086Z"",""updated_at"":""2016-12-17T15:00:35.420Z"",""retired_at"":""2016-12-17T15:00:35.402Z"",""subject_id"":4635205,""retirement_reason"":""flagged""},""id"":16474,""file_path"":""Z:/TransectTrailCamPics/WI15//RST/R08-VLG1-WI15/R08-VlG1-WI15 (162).JPG"",""image_name"":""R08-VlG1-WI15 (162).JPG""}}",4635205
"322",23277328,"elcwt",741613,"332d33950ae2d9468dee",3054,"edited survey tool",5.7,"2016-12-14 14:49:48 UTC","","","{""session"":""9fb906ff83e30ed55cbdf9b547c29caa6328348e796f77fba82577059fce3ae4"",""viewport"":{""width"":1386,""height"":835},""started_at"":""2016-12-14T14:49:44.186Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T14:49:48.311Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":773,""clientHeight"":550,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4623111"":{""retired"":{""id"":3162831,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:48.698Z"",""updated_at"":""2016-12-18T03:14:50.666Z"",""retired_at"":""2016-12-18T03:14:50.651Z"",""subject_id"":4623111,""retirement_reason"":null},""id"":4544,""file_path"":""Z:/TransectTrailCamPics/WI15//DPT/D04-RDP1-WI15/D04-RDP1-WI15 (1438).JPG"",""image_name"":""D04-RDP1-WI15 (1438).JPG""}}",4623111
"323",23277329,"lstephanski",315281,"e4e4addcc7f1777b6ad1",3054,"edited survey tool",5.7,"2016-12-14 14:49:49 UTC","","","{""session"":""596d646c2017d23c89ff7bd733509e67811c3bfceb7d1dc4096be461bf91685f"",""viewport"":{""width"":1152,""height"":575},""started_at"":""2016-12-14T14:49:39.948Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; rv:11.0) like Gecko"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T14:49:48.896Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":675,""clientHeight"":480,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4634033"":{""retired"":{""id"":3162832,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:49.308Z"",""updated_at"":""2016-12-17T00:08:40.541Z"",""retired_at"":""2016-12-17T00:08:40.538Z"",""subject_id"":4634033,""retirement_reason"":null},""id"":15302,""file_path"":""Z:/TransectTrailCamPics/WI15//RST/R07-FSP1-WI15/R07-FSP1-WI15 (922).JPG"",""image_name"":""R07-FSP1-WI15 (922).JPG""}}",4634033
"324",23277330,"byague",1423286,"560645b9a6fbd6a761db",3054,"edited survey tool",5.7,"2016-12-14 14:49:49 UTC","","","{""session"":""1471901d13069c04a04656c6486adae96d670a28cc43fa40e1fe6123bb33828d"",""viewport"":{""width"":1280,""height"":671},""started_at"":""2016-12-14T14:49:38.509Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:50.0) Gecko/20100101 Firefox/50.0"",""utc_offset"":""25200"",""finished_at"":""2016-12-14T14:49:49.093Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":673,""clientHeight"":479,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""HMN"",""answers"":{""HWMN"":""1""},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4625274"":{""retired"":{""id"":3162833,""workflow_id"":3054,""classifications_count"":16,""created_at"":""2016-12-14T14:49:49.632Z"",""updated_at"":""2016-12-19T03:47:08.157Z"",""retired_at"":""2016-12-19T03:47:08.130Z"",""subject_id"":4625274,""retirement_reason"":null},""id"":6543,""file_path"":""Z:/TransectTrailCamPics/WI15//DPT/D05-BRP1-WI15/D05-BRP1-WI15 (52).JPG"",""image_name"":""D05-BRP1-WI15 (52).JPG""}}",4625274
"325",23277332,"cpulawski",2122,"f949cefdc6684a110f47",3054,"edited survey tool",5.7,"2016-12-14 14:49:50 UTC","","","{""session"":""b1d68ca576ad0c33db85c55b1818999bf70a0fdd0ed24df92e8e37ffd5b63712"",""viewport"":{""width"":1920,""height"":974},""started_at"":""2016-12-14T14:49:42.207Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"",""utc_offset"":""21600"",""finished_at"":""2016-12-14T14:49:50.756Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":843,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4624709"":{""retired"":{""id"":3162834,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:51.108Z"",""updated_at"":""2016-12-18T08:27:56.573Z"",""retired_at"":""2016-12-18T08:27:56.559Z"",""subject_id"":4624709,""retirement_reason"":null},""id"":5978,""file_path"":""Z:/TransectTrailCamPics/WI15//DPT/D04-RDP1-WI15/D04-RDP1-WI15 (728).JPG"",""image_name"":""D04-RDP1-WI15 (728).JPG""}}",4624709
"326",23277333,"not-logged-in-2d2ab7170b3d75ce1033",NA,"2d2ab7170b3d75ce1033",3054,"edited survey tool",5.7,"2016-12-14 14:49:51 UTC","","","{""session"":""f422a072bd5332f71344b2eb716b3874657a2ffa3bcb7e3d71a07a0c4af56235"",""viewport"":{""width"":1920,""height"":990},""started_at"":""2016-12-14T14:49:32.958Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"",""utc_offset"":""21600"",""finished_at"":""2016-12-14T14:49:51.124Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":843,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""RBBT"",""answers"":{""HWMN"":""1""},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4630906"":{""retired"":{""id"":3162835,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:51.394Z"",""updated_at"":""2017-02-09T18:19:04.038Z"",""retired_at"":""2017-02-09T18:19:04.025Z"",""subject_id"":4630906,""retirement_reason"":null},""id"":12175,""file_path"":""Z:/TransectTrailCamPics/WI15//JNT/J01-UIC1-WI15/J01-UIC1-WI15 (53).JPG"",""image_name"":""J01-UIC1-WI15 (53).JPG""}}",4630906
"327",23277334,"lindek",1562,"647aef4dd55bee4966b1",3054,"edited survey tool",5.7,"2016-12-14 14:49:51 UTC","","","{""session"":""18960aed13a22105f90e4e3149c7f5654639d026b1f3c1613f78a69705bdc428"",""viewport"":{""width"":1920,""height"":979},""started_at"":""2016-12-14T14:49:35.158Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"",""utc_offset"":""-3600"",""finished_at"":""2016-12-14T14:49:50.786Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":843,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4625411"":{""retired"":{""id"":3162836,""workflow_id"":3054,""classifications_count"":15,""created_at"":""2016-12-14T14:49:51.635Z"",""updated_at"":""2016-12-17T10:48:50.352Z"",""retired_at"":""2016-12-17T10:48:50.347Z"",""subject_id"":4625411,""retirement_reason"":null},""id"":6680,""file_path"":""Z:/TransectTrailCamPics/WI15//DPT/D05-PRC1-WI15/D05-PRC1-WI15 (135).JPG"",""image_name"":""D05-PRC1-WI15 (135).JPG""}}",4625411
"328",23277337,"skaquilts",317899,"ef9c331ef4e27f488a24",3054,"edited survey tool",5.7,"2016-12-14 14:49:53 UTC","","","{""session"":""39fbf7d570acbb13c28f8bcd8c941d0e6727e36d23f87501936984878a4fd146"",""viewport"":{""width"":1661,""height"":1074},""started_at"":""2016-12-14T14:49:44.615Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14"",""utc_offset"":""25200"",""finished_at"":""2016-12-14T14:49:52.998Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":844,""clientHeight"":600,""naturalWidth"":843,""naturalHeight"":600}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]},{""task"":""T1"",""task_label"":""Click 'WOW!' if this is an exceptional photo"",""value"":null}]","{""4623916"":{""retired"":{""id"":3162838,""workflow_id"":3054,""classifications_count"":4,""created_at"":""2016-12-14T14:49:53.464Z"",""updated_at"":""2017-02-21T23:27:12.405Z"",""retired_at"":""2017-02-21T23:27:12.402Z"",""subject_id"":4623916,""retirement_reason"":""nothing_here""},""id"":5185,""file_path"":""Z:/TransectTrailCamPics/WI15//DPT/D04-RDP1-WI15/D04-RDP1-WI15 (2014).JPG"",""image_name"":""D04-RDP1-WI15 (2014).JPG""}}",4623916
